State,City,Year,SO2,NO2,PM2_5,AQI,Lat,Long
Uttar Pradesh,DEHRADOON,1994,58.17777778,45.94444444,90.64770454,241,30.3165,78.0322
Rajasthan,ALWAR,1994,112.5090909,262.2545455,166.8741834,445,27.566291,76.610202
Rajasthan,KOTA,1994,22.07272727,212.6545455,133.4993467,356,25.182544,75.839065
Bihar,DHANBAD,1994,39.37272727,52.06363636,44.49978223,118,23.801988,86.443244
Uttar Pradesh,VARANASI,1994,18.13603037,26.25360859,45.89040042,122,25.31774,83.005811
Odisha,TALCHER,1994,15.82674029,26.99056627,44.49978223,118,20.95,85.23
Tamil Nadu,TUTICORIN,1994,14.66732225,48.87201272,126.9067863,338,8.805038,78.151884
Haryana,YAMUNANAGAR,1994,32.2,17.05454545,44.49978223,118,30.14,77.28
Bihar,JHARIA,1994,45.73636364,63.80909091,44.49978223,118,23.76,86.42
Gujarat,VAPI,1994,53.38888889,70.72222222,90.64770454,241,20.37,72.9
West Bengal,CALCUTTA,1994,81.35555556,62.58888889,90.64770452,241,22.57,88.36
Gujarat,BHARUCH,1994,10.14444444,48.85555556,77.05054885,205,21.71,72.97
Tamil Nadu,MADRAS,1994,93.29786235,99.22343067,222.4989111,593,13.09,80.27
Maharashtra,CHANDARPUR,1994,17.69411838,36.3027494,46.61881947,124,19.9615,79.2961
Bihar,SINDRI,1994,38.7,56.34,44.87061374,119,23.7483,86.7059
Tamil Nadu,COIMBATORE,1994,24.94706291,71.13539664,122.3744011,326,11.005547,76.966122
Uttar Pradesh,ANPARA,1994,21.65882864,51.6192458,81.58293408,217,24.2049,82.7832
Haryana,DHARUHERA,1994,37.8,32.1,40.79146704,108,28.2057,76.7915
Gujarat,ANKLESHWAR,1994,170.1272727,71.7,88.99956445,237,21.6264,73.0152
Assam,GUWAHATI,1994,20.95454545,86.84632935,133.4993467,356,26.176076,91.762932
Puducherry,PONDICHERY,1994,91.50909091,147.6181818,133.4993467,356,11.9416,79.8083
Gujarat,RAJKOT,1994,43.95454545,15.42727273,81.58293408,217,22.291606,70.793217
Rajasthan,JAIPUR,1994,26.46363636,83.69090909,129.7910315,346,26.913312,75.787872
Delhi,DELHI,1994,192.1,318.5454545,315.2067908,840,28.651952,77.231495
Uttar Pradesh,KANPUR,1994,85.42727273,78.66363636,229.9155415,613,26.466667,80.35
Maharashtra,AURANGABAD,1994,43.28,41.09,89.74122749,239,24.752037,84.374202
Maharashtra,AURANGABAD,1994,43.28,41.09,89.74122749,239,19.880943,75.346739
Andhra Pradesh,HYDERABAD,1994,61.62727273,104.6545455,233.6238567,623,17.384052,78.456355
Maharashtra,NAGPUR,1994,28.33636364,56.95454545,166.8741833,445,23.3,82.3
West Bengal,HOWRAH,1994,321.44,891.49,179.482455,478,22.589167,88.310278
Odisha,ROURKELA,1994,107.7636364,128.2727273,174.2908137,465,22.2,84.883333
Uttar Pradesh,NOIDA,1994,10.82941432,25.8096229,40.79146704,108,28.5726442,77.3547609
Kerala,KOZHIKODE,1994,4.145454545,33.77272727,88.99956445,237,11.25,75.766667
West Bengal,HALDIA,1994,59.64444444,101.4777778,90.64770454,241,22.025278,88.058333
Madhya Pradesh,SATNA,1994,17.38888889,22.78888889,54.38862272,145,24.583333,80.833333
Chhattisgarh,KORBA,1994,8.46,8.2,40.79146704,108,22.35,82.683333
Madhya Pradesh,KORBA,1994,10.575,8.85,40.79146704,108,22.35,82.683333
Maharashtra,CHANDRAPUR,1994,25.91985358,43.22740573,50.9893338,136,19.6,83.883333
Maharashtra,NASHIK,1994,44.5125,80.1375,122.3744011,326,20.0110224,73.7903373
Chandigarh,CHANDIGARH,1994,18.7,60.63,114.2161077,304,30.736292,76.788398
Uttar Pradesh,AGRA,1994,23.4,10.86363636,44.49978223,118,27.187935,78.003944
Uttar Pradesh,NOIDA,1994,10.82941432,25.8096229,40.79146704,108,28.5726442,77.3547609
Gujarat,AHMEDABAD,1994,139.0272727,116.3818182,222.4989111,593,23.025793,72.587265
Maharashtra,PUNE,1994,45.2,58.13333333,81.58293407,217,18.513271,73.849852
Haryana,FARIDABAD,1994,43.75454545,16.1,48.20809741,128,28.411236,77.313162
Madhya Pradesh,RAIPUR,1994,30.83333333,51.21218032,81.58293408,217,21.233333,81.633333
Gujarat,SURAT,1994,145.9181818,47.50909091,133.4993467,356,21.195944,72.830232
Maharashtra,MUMBAI,1994,78.39090909,99.25454545,103.8328252,277,18.987807,72.836447
Madhya Pradesh,JABALPUR,1994,1.433333333,69,40.79146704,108,23.174495,79.935903
Madhya Pradesh,INDORE,1994,17.82588286,27.69,118.2952544,315,22.717736,75.85859
Maharashtra,PUNE,1995,38.90833333,40.69166667,74.78435624,199,18.513271,73.849852
Rajasthan,UDAIPUR,1995,45.93647289,119.3486606,122.3744011,326,24.57951,73.690508
Madhya Pradesh,INDORE,1995,18.4,34,122.3744011,326,22.717736,75.85859
Madhya Pradesh,BHILAI,1995,39.1911786,67.05,81.58293408,217,21.209188,81.428497
Rajasthan,JAIPUR,1995,56.4,148.7666667,234.5509354,625,26.913312,75.787872
Assam,GUWAHATI,1995,5.275,50.35,108.7772454,290,26.176076,91.762932
Meghalaya,SHILLONG,1995,21.65882864,51.6192458,81.58293408,217,25.573987,91.896807
Karnataka,MYSORE,1995,63.29656905,61.19327048,81.58293408,217,12.292664,76.638543
Uttar Pradesh,GHAZIABAD,1995,21.65882864,51.6192458,81.58293408,217,28.665353,77.439148
Odisha,TALCHER,1995,12.14706074,23.71635242,40.79146704,108,20.95,85.23
Madhya Pradesh,RAIPUR,1995,36.4,53.7,81.58293408,217,21.233333,81.633333
Rajasthan,ALWAR,1995,97.66666667,238.6916667,142.7701346,380,27.566291,76.610202
Rajasthan,JODHPUR,1995,123.0083333,94.925,122.3744011,326,26.26841,73.005943
West Bengal,HALDIA,1995,56,89.78,81.58293408,217,22.025278,88.058333
Chandigarh,CHANDIGARH,1995,22.58333333,66.61666667,88.38151192,235,30.736292,76.788398
Bihar,DHANBAD,1995,31.12,39.35,40.79146704,108,23.801988,86.443244
Bihar,PATNA,1995,24.45,30.56666667,54.38862272,145,25.615379,85.101027
Tamil Nadu,TUTICORIN,1995,23.025,46.40833333,118.9751122,317,8.805038,78.151884
Punjab,PATIALA,1995,10.82941432,25.8096229,40.79146704,108,30.336245,76.392199
Himachal Pradesh,SHIMLA,1995,7.91,22.57,81.58293408,217,31.104423,77.166623
Punjab,LUDHIANA,1995,30.08170644,71.69339694,113.3096306,302,30.912042,75.853789
Gujarat,AHMEDABAD,1995,170.3666667,105.8,244.7488022,652,23.025793,72.587265
Delhi,DELHI,1995,208.0583333,423,367.1232034,979,28.651952,77.231495
Haryana,FARIDABAD,1995,74.06666667,27.43333333,81.58293408,217,28.411236,77.313162
Gujarat,SURAT,1995,256.3583333,94.1,122.3744011,326,21.195944,72.830232
Uttar Pradesh,VARANASI,1995,20.14588286,21.56192458,40.79146704,108,25.31774,83.005811
Uttar Pradesh,LUCKNOW,1995,89.56666667,85.43333333,122.3744011,326,26.839281,80.923133
Tamil Nadu,COIMBATORE,1995,3.675,12.45,81.58293408,217,11.005547,76.966122
Uttar Pradesh,AGRA,1995,35.07908894,50.64830229,104.2448602,278,27.187935,78.003944
Andhra Pradesh,VISHAKHAPATNAM,1995,56.7,82.31111111,122.3744011,326,17.704052,83.297663
Maharashtra,MUMBAI,1995,93.425,99.31666667,122.3744011,326,18.987807,72.836447
Rajasthan,KOTA,1995,22.58480477,171.9948743,122.3744011,326,25.182544,75.839065
Madhya Pradesh,JABALPUR,1995,4,13.9,40.79146704,108,23.174495,79.935903
Andhra Pradesh,HYDERABAD,1995,88.1,192.55,217.5544909,580,17.384052,78.456355
Gujarat,VAPI,1995,79.075,77.075,81.58293408,217,20.37,72.9
Maharashtra,NAGPUR,1995,46.81666667,80.64166667,234.5509354,625,23.3,82.3
Madhya Pradesh,BHOPAL,1995,26,38.7,81.58293408,217,23.254688,77.402892
Himachal Pradesh,PAONTASAHIB,1995,20.97588721,15.81,81.58293408,217,30.4453,77.6021
Kerala,COCHIN,1995,61.49166667,90.9,244.7488022,652,9.9312,76.2673
Uttar Pradesh,GAJROULA,1995,41.05980477,27.7198743,81.58293408,217,28.8382,78.2422
Himachal Pradesh,DAMTAL,1995,22.74177007,20.31481145,85.66208078,228,32.2258,75.6601
Goa,PANJIM,1995,81.1,30.1,40.79146704,108,15.4909,73.8278
Uttar Pradesh,ANPARA,1995,84.88480477,85.2448743,81.58293408,217,24.2049,82.7832
Kerala,TRIVENDRUM,1995,42.6,67.56666667,122.3744011,326,8.5241,76.9366
Uttar Pradesh,DEHRADOON,1995,55.63333333,39.04444444,81.58293408,217,30.3165,78.0322
Gujarat,ANKLESHWAR,1995,174.1583333,51.74166667,81.58293408,217,21.6264,73.0152
Himachal Pradesh,PARWANOO,1995,21.65882864,23.56,81.58293408,217,30.8406,76.9584
Gujarat,BARODA,1995,207.5083333,56.725,122.3744011,326,22.3072,73.1812
Kerala,KOTTTAYAM,1995,1.458333333,15.425,40.79146704,108,9.5916,76.5222
Odisha,ANGUL,1995,15.14764859,20.77577374,40.79146704,108,20.8444,85.1511
Rajasthan,CHITTORGARH,1995,13.69191432,35.5346229,56.08826718,149,24.8829,74.623
Puducherry,PONDICHERY,1995,137.5083333,191.675,122.3744011,326,11.9416,79.8083
Maharashtra,DOMBIVLI,1995,61.30735358,72.30240572,81.58293408,217,19.2094,73.0939
Odisha,NALCO,1995,10.82941432,25.8096229,40.79146704,108,20.8653,85.1842
Bihar,SINDRI,1995,33.60909091,46.05454545,40.79146704,108,23.7483,86.7059
West Bengal,HOWRAH,1995,299.2166667,824.8666667,163.1658682,435,22.589167,88.310278
Odisha,ROURKELA,1995,103.5715691,129.0766038,159.7665793,426,22.2,84.883333
Gujarat,RAJKOT,1995,30.80833333,16.96666667,81.58293408,217,22.291606,70.793217
Gujarat,BHARUCH,1995,11.3,22.8,81.58293408,217,21.71,72.97
West Bengal,CALCUTTA,1995,104.3833333,87.34166667,122.3744011,326,22.57,88.36
Tamil Nadu,MADRAS,1995,113.8833333,96.325,234.5509354,625,13.09,80.27
Bihar,JHARIA,1995,40,54.44545455,40.79146704,108,23.76,86.42
Punjab,JALANDHAR,1995,34.31882864,58.8092458,93.82037418,250,23.9,78.433333
Haryana,YAMUNANAGAR,1995,34.62,23.12,40.79146704,108,30.14,77.28
Kerala,KOTTAYAM,1995,3.358333333,54.975,40.79146704,108,9.6,76.52
Madhya Pradesh,NAGDA,1995,119.8,95.2,81.58293408,217,23.46,75.42
Karnataka,BANGALORE,1995,32.48824296,77.4288687,122.3744011,326,12.983333,77.583333
Madhya Pradesh,KORBA,1995,8.3,14.9,40.79146704,108,22.35,82.683333
Kerala,KOZHIKODE,1995,21.30245119,21.61746858,78.18364516,208,11.25,75.766667
Uttar Pradesh,NOIDA,1995,10.82941432,25.8096229,40.79146704,108,28.5726442,77.3547609
Uttar Pradesh,KANPUR,1995,68.625,83.80833333,214.1552019,571,26.466667,80.35
Madhya Pradesh,SATNA,1995,23.65,24.8,61.18720056,163,24.583333,80.833333
Uttar Pradesh,NOIDA,1995,10.82941432,25.8096229,40.79146704,108,28.5726442,77.3547609
Gujarat,VAPI,1996,105.9833333,79.98333333,81.58293408,217,20.37,72.9
Punjab,GOBINDGARH,1996,34.14166667,79.55,78.18364516,208,30.66,76.31
Kerala,KOTTAYAM,1996,1.758333333,27.75,40.79146704,108,9.6,76.52
Madhya Pradesh,NAGDA,1996,107.1083333,73.825,81.58293408,217,23.46,75.42
West Bengal,CALCUTTA,1996,66.68181818,88.40909091,122.3744011,326,22.57,88.36
Tamil Nadu,MADRAS,1996,48.08333333,54.99166667,244.7488022,652,13.09,80.27
Bihar,JHARIA,1996,41.2,51.73333333,40.79146704,108,23.76,86.42
Gujarat,BHARUCH,1996,12.79902025,33.58573906,81.58293408,217,21.71,72.97
Haryana,YAMUNANAGAR,1996,30.86363636,18.48181818,40.79146704,108,30.14,77.28
Assam,GUWAHATI,1996,19.11323934,47.12356959,91.78080084,244,26.176076,91.762932
Madhya Pradesh,BHOPAL,1996,32.92647144,55.80320763,81.58293408,217,23.254688,77.402892
Uttar Pradesh,ANPARA,1996,94.44166667,96.28333333,81.58293408,217,24.2049,82.7832
Odisha,NALCO,1996,13.01985358,17.26490573,40.79146704,108,20.8653,85.1842
Odisha,ANGUL,1996,15.4,12.28,40.79146704,108,20.8444,85.1511
Kerala,TRIVENDRUM,1996,53.58333333,71.09166667,122.3744011,326,8.5241,76.9366
Gujarat,BARODA,1996,203.4333333,54.56666667,122.3744011,326,22.3072,73.1812
Kerala,KOTTTAYAM,1996,0.9,12.16666667,40.79146704,108,9.5916,76.5222
Himachal Pradesh,PARWANOO,1996,0.891666667,35.2,81.58293408,217,30.8406,76.9584
Gujarat,ANKLESHWAR,1996,175.95,68.64166667,81.58293408,217,21.6264,73.0152
Uttar Pradesh,GAJROULA,1996,50.50909091,51.86888522,77.87461889,207,28.8382,78.2422
Rajasthan,JODHPUR,1996,94.925,94.1125,122.3744011,326,26.26841,73.005943
Madhya Pradesh,INDORE,1996,15.325,31.18333333,118.9751122,317,22.717736,75.85859
Maharashtra,MUMBAI,1996,55.36666667,106.0333333,122.3744011,326,18.987807,72.836447
Himachal Pradesh,SHIMLA,1996,5.816666667,20.70833333,81.58293408,217,31.104423,77.166623
Rajasthan,ALWAR,1996,100.6666667,286.0916667,159.7665793,426,27.566291,76.610202
Goa,PANJIM,1996,65.56666667,24.30833333,40.79146704,108,15.4909,73.8278
Maharashtra,DOMBIVLI,1996,42.975,49.95,81.58293408,217,19.2094,73.0939
Himachal Pradesh,DAMTAL,1996,0.166666667,19.15,81.58293408,217,32.2258,75.6601
Himachal Pradesh,PAONTASAHIB,1996,0.275,15.98333333,81.58293408,217,30.4453,77.6021
Odisha,ROURKELA,1996,61.08774765,97.9346229,159.7665793,426,22.2,84.883333
Kerala,KOZHIKODE,1996,4.325,31.74166667,81.58293408,217,11.25,75.766667
Maharashtra,NASHIK,1996,101.0285714,88.42857143,122.3744011,326,20.0110224,73.7903373
Maharashtra,NAGPUR,1996,46.125,93.78333333,234.5509354,625,23.3,82.3
West Bengal,HOWRAH,1996,43.31765728,103.2384916,163.1658682,435,22.589167,88.310278
Uttar Pradesh,KANPUR,1996,84.325,98.40833333,241.3495133,643,26.466667,80.35
Punjab,JALANDHAR,1996,37.55833333,64.35833333,95.18008975,253,23.9,78.433333
Madhya Pradesh,KORBA,1996,12.87745119,17.04246858,40.79146704,108,22.35,82.683333
Karnataka,BANGALORE,1996,57.28,69.86,114.2161077,304,12.983333,77.583333
Maharashtra,CHANDRAPUR,1996,36.20833333,76.83333333,81.58293408,217,19.6,83.883333
Madhya Pradesh,SATNA,1996,27.88333333,27.94166667,81.58293408,217,24.583333,80.833333
Puducherry,PONDICHERY,1996,155.5916667,109.5416667,122.3744011,326,11.9416,79.8083
Maharashtra,CHANDARPUR,1996,10.25833333,22.10833333,40.79146704,108,19.9615,79.2961
Bihar,SINDRI,1996,42.225,54.99166667,40.79146704,108,23.7483,86.7059
Rajasthan,CHITTORGARH,1996,12.04117679,31.52620286,40.79146704,108,24.8829,74.623
Karnataka,MYSORE,1996,70.8,63.89166667,81.58293408,217,12.292664,76.638543
Uttar Pradesh,AGRA,1996,31.21666667,25.93333333,67.98577839,181,27.187935,78.003944
Rajasthan,UDAIPUR,1996,31.44902025,83.18573906,122.3744011,326,24.57951,73.690508
Punjab,LUDHIANA,1996,44.13333333,120.0916667,118.9751122,317,30.912042,75.853789
Tamil Nadu,TUTICORIN,1996,18.49166667,35.31666667,122.3744011,326,8.805038,78.151884
Bihar,PATNA,1996,36.21,47.97,73.42464067,195,25.615379,85.101027
Odisha,TALCHER,1996,15.24117757,19.6041241,40.79146704,108,20.95,85.23
Rajasthan,JAIPUR,1996,46.04166667,132.475,183.5616017,489,26.913312,75.787872
Andhra Pradesh,VISHAKHAPATNAM,1996,71.69166667,168.75,122.3744011,326,17.704052,83.297663
Gujarat,SURAT,1996,154.4,54.40833333,122.3744011,326,21.195944,72.830232
Madhya Pradesh,RAIPUR,1996,32.89166667,49.075,81.58293408,217,21.233333,81.633333
Gujarat,AHMEDABAD,1996,133.4333333,86.89166667,237.9502244,634,23.025793,72.587265
Maharashtra,PUNE,1996,129.24,142.3,122.3744011,326,18.513271,73.849852
West Bengal,HALDIA,1996,21.65882864,51.6192458,81.58293408,217,22.025278,88.058333
Madhya Pradesh,BHILAI,1996,27.8,65.2,81.58293408,217,21.209188,81.428497
Gujarat,RAJKOT,1996,37.91,26.01,81.58293408,217,22.291606,70.793217
Uttar Pradesh,LUCKNOW,1996,88.87777778,89.81111111,122.3744011,326,26.839281,80.923133
Delhi,DELHI,1996,154.8024512,349.0508019,356.9253366,952,28.651952,77.231495
Haryana,FARIDABAD,1996,63.86666667,23.76666667,74.78435624,199,28.411236,77.313162
Bihar,DHANBAD,1996,37.25,48.85833333,40.79146704,108,23.801988,86.443244
Andhra Pradesh,HYDERABAD,1996,87.18725596,123.9456762,203.9573352,544,17.384052,78.456355
Kerala,COCHIN,1996,46.41666667,112.9583333,237.9502244,634,9.9312,76.2673
Bihar,JAMSHEDPUR,1996,62.98,10.76,40.79146704,108,22.802776,86.185448
Tamil Nadu,COIMBATORE,1996,3.0625,7.5125,107.077601,285,11.005547,76.966122
Chandigarh,CHANDIGARH,1996,13.88333333,36.79166667,81.58293408,217,30.736292,76.788398
Madhya Pradesh,JABALPUR,1996,3.825,12.775,40.79146704,108,23.174495,79.935903
Rajasthan,KOTA,1996,27.51323572,128.6266038,122.3744011,326,25.182544,75.839065
Madhya Pradesh,SATNA,1997,26.23333333,29.39166667,81.58293408,217,24.583333,80.833333
Odisha,ROURKELA,1997,77.89411786,81.29246858,163.1658682,435,22.2,84.883333
Uttar Pradesh,KANPUR,1997,76.80833333,108.9,227.7523576,607,26.466667,80.35
Punjab,JALANDHAR,1997,46.225,77.175,81.58293408,217,23.9,78.433333
Karnataka,BANGALORE,1997,83.70245119,60.82580191,122.3744011,326,12.983333,77.583333
Uttar Pradesh,NOIDA,1997,10.82941432,25.8096229,40.79146704,108,28.5726442,77.3547609
Maharashtra,NASHIK,1997,115.4083333,97.70833333,122.3744011,326,20.0110224,73.7903373
Chhattisgarh,KORBA,1997,15.37142857,20.87142857,40.79146704,108,22.35,82.683333
Kerala,KOZHIKODE,1997,12.125,16.63333333,78.18364516,208,11.25,75.766667
Maharashtra,NAGPUR,1997,51.325,109.2666667,244.7488022,652,23.3,82.3
Madhya Pradesh,KORBA,1997,14.16323572,20.97660382,40.79146704,108,22.35,82.683333
Maharashtra,SOLAPUR,1997,38.94166667,93.38333333,81.58293408,217,17.683333,75.916667
Maharashtra,CHANDRAPUR,1997,68.19166667,109.6083333,81.58293408,217,19.6,83.883333
West Bengal,HOWRAH,1997,495.3,683.2,163.1658682,435,22.589167,88.310278
Uttar Pradesh,GAJROULA,1997,30.35163654,43.01603817,67.9857784,181,28.8382,78.2422
Kerala,KOTTAYAM,1997,6.133333333,29.95833333,40.79146704,108,9.6,76.52
Tamil Nadu,TUTICORIN,1997,42.37892263,54.35913524,122.3744011,326,8.805038,78.151884
Gujarat,AHMEDABAD,1997,62.66666667,75.95,152.9680014,408,23.025793,72.587265
Bihar,PATNA,1997,39.21666667,46.13333333,78.18364516,208,25.615379,85.101027
Uttar Pradesh,VARANASI,1997,17.81470716,30.40481145,40.79146704,108,25.31774,83.005811
Madhya Pradesh,BHILAI,1997,41.78774765,67.95833333,81.58293408,217,21.209188,81.428497
Maharashtra,PUNE,1997,162,186.775,122.3744011,326,18.513271,73.849852
Uttar Pradesh,AGRA,1997,41.67549169,46.68061336,122.3744011,326,27.187935,78.003944
Madhya Pradesh,INDORE,1997,21.50833333,29.71666667,122.3744011,326,22.717736,75.85859
Maharashtra,MUMBAI,1997,75.60833333,103.2,122.3744011,326,18.987807,72.836447
Delhi,DELHI,1997,147.9333333,306.15,367.1232034,979,28.651952,77.231495
Bihar,DHANBAD,1997,37.61666667,46.99166667,40.79146704,108,23.801988,86.443244
Madhya Pradesh,BHOPAL,1997,36.91666667,61.19166667,81.58293408,217,23.254688,77.402892
Madhya Pradesh,RAIPUR,1997,17.64166667,51.36666667,81.58293408,217,21.233333,81.633333
Chandigarh,CHANDIGARH,1997,13.15,9.508333333,81.58293408,217,30.736292,76.788398
Gujarat,BHARUCH,1997,20.43970716,29.575,81.58293408,217,21.71,72.97
Maharashtra,DOMBIVLI,1997,48.15833333,47.425,81.58293408,217,19.2094,73.0939
Bihar,JAMSHEDPUR,1997,80.90833333,100.975,81.58293408,217,22.802776,86.185448
Rajasthan,ALWAR,1997,71.47206074,233.5988838,163.1658682,435,27.566291,76.610202
West Bengal,HALDIA,1997,38.2,52.2,40.79146704,108,22.025278,88.058333
Gujarat,RAJKOT,1997,55.9,42.3,81.58293408,217,22.291606,70.793217
Uttar Pradesh,LUCKNOW,1997,78.65775587,96.98881665,122.3744011,326,26.839281,80.923133
Assam,GUWAHATI,1997,10.82941432,25.8096229,40.79146704,108,26.176076,91.762932
Rajasthan,JAIPUR,1997,24.84166667,43.93333333,122.3744011,326,26.913312,75.787872
Meghalaya,SHILLONG,1997,6.291666667,4.075,40.79146704,108,25.573987,91.896807
Rajasthan,JODHPUR,1997,22.15,46.41666667,122.3744011,326,26.26841,73.005943
Himachal Pradesh,SHIMLA,1997,12.49166667,27.71666667,81.58293408,217,31.104423,77.166623
Andhra Pradesh,HYDERABAD,1997,72.31715835,133.32228,210.755913,562,17.384052,78.456355
Uttar Pradesh,GHAZIABAD,1997,13.5367679,32.26202863,50.9893338,136,28.665353,77.439148
Rajasthan,UDAIPUR,1997,43.05245481,119.7714781,122.3744011,326,24.57951,73.690508
Odisha,TALCHER,1997,10.81960955,21.8397486,40.79146704,108,20.95,85.23
Karnataka,MYSORE,1997,64.78181818,60.09090909,81.58293408,217,12.292664,76.638543
Gujarat,SURAT,1997,103.3666667,36.26666667,122.3744011,326,21.195944,72.830232
Rajasthan,KOTA,1997,49.60833333,145.075,122.3744011,326,25.182544,75.839065
Andhra Pradesh,VISHAKHAPATNAM,1997,93.775,178.3166667,122.3744011,326,17.704052,83.297663
Haryana,FARIDABAD,1997,37.9,14.66666667,40.79146704,108,28.411236,77.313162
Tamil Nadu,COIMBATORE,1997,28.72745481,37.5,122.3744011,326,11.005547,76.966122
Punjab,LUDHIANA,1997,58.79090909,134.9,122.3744011,326,30.912042,75.853789
Uttar Pradesh,ANPARA,1997,110.1833333,109.8833333,81.58293408,217,24.2049,82.7832
Bihar,SINDRI,1997,40.55,54.70833333,40.79146704,108,23.7483,86.7059
Kerala,TRIVENDRUM,1997,50.35833333,68.125,122.3744011,326,8.5241,76.9366
Goa,PANJIM,1997,74.8,26.01666667,40.79146704,108,15.4909,73.8278
Puducherry,PONDICHERY,1997,174.6166667,135.3166667,122.3744011,326,11.9416,79.8083
Odisha,ANGUL,1997,12.23284527,24.74968575,40.79146704,108,20.8444,85.1511
Rajasthan,CHITTORGARH,1997,15.12588286,43.64192458,40.79146704,108,24.8829,74.623
Gujarat,ANKLESHWAR,1997,51.43333333,33.46666667,81.58293408,217,21.6264,73.0152
Kerala,KOTTTAYAM,1997,6.041666667,18.83333333,40.79146704,108,9.5916,76.5222
Himachal Pradesh,PAONTASAHIB,1997,21.65882864,17.30996572,81.58293408,217,30.4453,77.6021
Maharashtra,CHANDARPUR,1997,18.85555556,29,40.79146704,108,19.9615,79.2961
Himachal Pradesh,PARWANOO,1997,20.32402387,28.46666667,81.58293408,217,30.8406,76.9584
Madhya Pradesh,NAGDA,1997,120.1833333,85.175,81.58293408,217,23.46,75.42
Bihar,JHARIA,1997,44.85833333,57.06666667,40.79146704,108,23.76,86.42
West Bengal,CALCUTTA,1997,80.64545455,92.59090909,122.3744011,326,22.57,88.36
Haryana,YAMUNANAGAR,1997,27.65454545,17.82727273,40.79146704,108,30.14,77.28
Punjab,GOBINDGARH,1997,37.70245119,85.80913524,78.18364516,208,30.66,76.31
Gujarat,VAPI,1997,80,85.13333333,81.58293408,217,20.37,72.9
Tamil Nadu,MADRAS,1997,85.05245119,74.45833333,244.7488022,652,13.09,80.27
Odisha,NALCO,1997,11.13284527,23.10801908,40.79146704,108,20.8653,85.1842
Kerala,COCHIN,1997,46.06666667,76.86666667,244.7488022,652,9.9312,76.2673
Himachal Pradesh,DAMTAL,1997,19.96631434,20.89090909,81.58293408,217,32.2258,75.6601
Uttar Pradesh,DEHRADOON,1997,33.575,36.88333333,81.58293408,217,30.3165,78.0322
Gujarat,BARODA,1997,116.4333333,35.63333333,122.3744011,326,22.3072,73.1812
